DNI,Nombre,Edad,Ciudad,Sueldo
83195131,Samantha Kaufman                        ,54,Joshuaborough            ,1651.11
16606858,Kevin Serrano                           ,32,North Paigehaven         ,3428.78
62603169,Edward Rosario                          ,65,Atkinsonview             ,1813.73
64782883,Betty Perkins                           ,18,Blakeville               ,3821.07
82819440,John Castillo                           ,58,Benitezside              ,4523.08
70266498,Robin Woods                             ,71,Jamesshire               ,1601.78
93513863,Carl George                             ,60,Parkershire              ,3298.72
77114755,Laura Cruz                              ,70,Port Katherine           ,1075.5
76779822,Maria Weber                             ,52,Taylorside               ,4267.74
92651214,Stephanie Larson                        ,22,Melissaside              ,4261.92
63183942,Jacob Garcia                            ,31,South Amy                ,4297.62
74340995,Connie Nguyen                           ,72,East Lisa                ,1105.56
68213853,Jared Taylor                            ,79,South Matthew            ,4335.88
13151204,Michael Rowland                         ,47,Khanport                 ,2129.98
84348827,Mrs. Erin Moore                         ,46,Rodriguezbury            ,3505.42
63313311,William Winters                         ,44,Port Andrewmouth         ,3681.4
14833706,Julia Green                             ,77,Stacyland                ,3424.49
13663726,Christina Greene                        ,48,Ericside                 ,4646.16
59612972,Dr. Scott Holloway                      ,55,Jasonchester             ,2914.57
51942279,Sarah Hendrix                           ,56,Jonesport                ,2540.96
91440882,Phyllis Spencer                         ,41,Blakehaven               ,1849.05
92716936,Craig Johnson                           ,50,Port Lindaville          ,1302.72
21491716,Emily Dodson                            ,52,New Linda                ,2723.32
34096711,Rachel Jackson                          ,65,Port Rachelmouth         ,4777.27
16870479,William Porter                          ,49,Wyattmouth               ,4932.06
75478873,Michael Carter                          ,23,South Mikaylafurt        ,1172.1
52665439,Sharon Allison                          ,78,New Ann                  ,2812.23
49357121,Craig Ford                              ,45,Dennisshire              ,1672.82
16803428,Shannon Hicks                           ,47,Mccartyborough           ,4530.42
65174090,John Carson                             ,39,Port Garyburgh           ,2524.69
74479578,Judy Livingston                         ,44,East Nathan              ,3677.53
88247859,Michele Carter                          ,21,West Isaacton            ,3914.07
89557249,Bradley Perry                           ,77,South Stacy              ,1903.79
82673997,Steven Porter                           ,80,Melissaberg              ,3075.4
99766144,Dawn Herman                             ,78,Port Donald              ,4624.72
90657123,Carl Moore                              ,70,South John               ,1486.17
57286099,Michael Walker                          ,56,Whitakerport             ,3624.66
94818456,Samantha Bowers                         ,30,New Susanmouth           ,1474.37
63197705,Charles Ross                            ,26,Lewisfort                ,4022.4
34689087,Elijah Hendricks                        ,21,East Sheena              ,4124.64
87061129,Felicia Wells                           ,43,North Melanie            ,2728.86
82581200,David Gould                             ,59,Anthonyhaven             ,2163.68
40856944,Melissa Anderson                        ,21,New Erin                 ,2463.36
31179101,Laura Chen                              ,77,Port Carol               ,1429.04
51106459,Jamie Smith                             ,36,Hickmanfort              ,3530.35
57359684,Rebecca Gaines                          ,80,South Davidbury          ,4735.54
32734025,Michelle Carroll                        ,26,Danielberg               ,2070.98
98927305,Julie Woods                             ,47,Port Julieton            ,2982.2
97476444,Amy Mercado                             ,49,Jenniferborough          ,2193.99
48282456,Whitney Morrison                        ,65,Sandershaven             ,4096.44
30888625,Laura Calderon                          ,30,Armstrongmouth           ,3963.51
30152685,Ashley Taylor                           ,21,Penamouth                ,1665.79
52518520,Theresa Gross                           ,49,West Dylanview           ,1681.16
84969057,Jessica Rogers                          ,59,North Matthew            ,2337.82
15076210,Dustin Johnson                          ,57,Lake Keith               ,2245.54
51064475,Eric Harmon                             ,19,North Danielland         ,4875.66
30763662,Maria Thomas                            ,20,Bellfort                 ,3455.49
81878184,Christina Ellis                         ,36,South Arthurfurt         ,4522.0
28990627,Anna Jones                              ,34,East Micheal             ,3093.13
77355698,Randy Lee                               ,50,West Brittanytown        ,2689.28
17176043,Angela Elliott                          ,28,Joanneshire              ,2806.8
35526980,Holly Hunt                              ,73,Michaelhaven             ,1776.07
61842451,Eric Lopez                              ,21,Vanceburgh               ,1332.23
24825618,Kathleen Miller                         ,34,Lake Jacob               ,3293.47
83000746,Katherine Knox                          ,60,East Amber               ,2354.85
94398190,Jordan Smith                            ,35,Markport                 ,2172.0
21401883,Jessica Madden                          ,56,East Jermainefurt        ,4047.49
33572870,Sean Richards                           ,57,Port Dennisborough       ,3451.55
76069462,Kimberly Brown                          ,70,Port Victoriaton         ,3234.36
47683116,Daniel Thompson                         ,24,Henryville               ,1036.27
73490341,Angela Gilbert                          ,58,Kimside                  ,3349.01
96500318,Tracy Lee                               ,70,Port Heather             ,4661.22
